Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Featured Image,Summary,Content,Video,Category,Type,Author,Industries,Tags,File Upload,File Cover Image
JLL’s partnership with Premrest: Consolidating floor maintenance nationwide,jlls-partnership-with-premrest-consolidating-floor-maintenance-nationwide,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,67d3a05f5c0e86d7a506a09d,false,false,Fri Mar 14 2025 03:19:59 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 02:51:27 GMT+0000 (Coordinated Universal Time),Tue May 27 2025 02:58:40 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/67d39f2ce2b1e45d5055b7d6_pat-whelen-ySjG9Aqbkas-unsplash.webp,"Our partnership with JLL streamlines their floor maintenance - ensuring cost control, consistency, and sustainability through a structured, scalable approach across their portfolio.","<p id="""">Managing supplier agreements across a diverse portfolio of facilities is no easy feat.</p><p id="""">With so much to oversee - vendor selection, cost control, compliance, sustainability targets - it’s no surprise that floor maintenance contracts often fall to the bottom of the priority list.</p><p id="""">That is, of course, until inconsistent service levels, unexpected cost blowouts, and administrative headaches make it impossible to ignore.</p><p id="""">And, as if there wasn't already enough to juggle. Your properties range from high-traffic office spaces to retail environments, each with its own contract complexities, service requirements, and budget constraints.</p><p id="""">That’s why JLL partnered with us through their Alliance Program - delivering a structured approach to floor care that ensures cost control, reliable service, and operational efficiency across their portfolio.</p><p id="""">By partnering with a preferred supplier, JLL has simplified the procurement process, eliminating fluctuating pricing, uneven performance, and fragmented contract inefficiencies. Facility managers can now tap into a proven system that maintains high standards portfolio-wide without the usual hassle.</p><p id="""">The result? Predictable, fixed costs, a unified quality, and a focus on sustainability - without the usual headaches.</p><h4 id="""">Streamlining your contracts, and your floors</h4><p id="""">Let’s be real: Sourcing &amp; managing multiple providers across different locations is an operational nightmare.</p><p id="""">More often than not, when your team is forced to play quality assurance - chasing up inconsistencies and following up on flaws, it’s far from ideal. The back-and-forth, skyrocketing costs, and endless emails means more time on admin, and less time to focus on what really matters.</p><p id="""">Through our partnership, JLL’s procurement and facility teams are able to seamlessly provide consolidated floor maintenance under a structured program for their FM’s and clients, eliminating guesswork, reducing administrative burden, and ensuring a consistently high standard across their portfolios.</p><p id="""">With a preferred national vendor already integrated into their system, work orders are processed faster, making it easier to get the job done - while still benefiting from predictable pricing.</p><p id="""">The payoff? A scalable model with one point of contact—no more guesswork.</p><h4 id="""">Consistency and control across the board</h4><p id="""">Floor maintenance isn’t about waiting until things <em id="""">look</em> dirty - it’s about staying ahead of the game.</p><p id="""">Just like you wouldn’t wait for an air filter to clog up before replacing it, floors need ongoing care to prevent wear and tear before it becomes a problem.</p><p id="""">The best cleaning program isn’t reactive - it’s proactive. That means keeping floors at a consistently high standard, not just scrambling to fix them when they start looking rough.</p><p id="""">On a national scale, this gets tricky. Different sites, different contractors, different procurement processes - it’s a recipe for inconsistency.</p><p id="""">But with a preferred supplier nationwide, JLL Facility Managers get full control and have access to a clear, predictable system that keeps every location up to the same high standard.</p><p id="""">No patchy service, no contract inconsistencies - just a streamlined approach that ensures compliance, efficiency, and long-term savings.</p><p id="""">And the best part? Fewer unexpected costs, fewer headaches, and a portfolio that always reflects the level of care and professionalism JLL is known for.</p><h4 id="""">Sustainability: an added bonus</h4><p id="""">For many facility managers, it’s not just about clean floors - it’s about <em id="""">how</em> they’re cleaned.</p><p id="""">When it comes to sustainability, quick wins aren’t always easy to find. But with floor cleaning, the right methods can make a measurable impact.</p><p id="""">At Premrest, our primary method for cleaning floors is low moisture encapsulation. Unlike methods such as steam cleaning that rely on excessive hot water and harsh chemicals, our approach uses significantly less water, consumes less energy, and eliminates wastewater disposal.</p><p id="""">And, because we provide regular reports that show how much water and energy has been saved, facility managers can use real, tangible data to share with clients and demonstrate measurable progress toward sustainability goals.</p><p id="""">For procurement teams and facility managers managing sustainability at scale, the impact is astronomical - it’s the power of multiplication at work.</p><p id="""">Plus, shifting from a reactive ""clean when needed"" approach to proactive maintenance keeps floors cleaner for longer, reduces wear, and extends their lifespan.</p><h4 id="""">A scalable model for facility management firms</h4><p id="""">Here’s the thing - this isn’t just a one-off solution. The success of this approach proves that large-scale facility managers and procurement teams can leverage this cost-effective, sustainable approach.</p><p id="""">When floor maintenance is handled right, it eliminates contract perplexities, deals with the cleaning inefficiencies, and ensures cost predictability - freeing teams to focus on higher-value priorities.</p><blockquote id=""""><em id="""">“I have worked with Premrest for over 10 years, throughout this time they have always been an integrated component of our service delivery to our clients and more importantly were part of the JLL team. A true partnership built upon credible reliable service and a relationship built on trust. When our clients looked for productivity or cost efficiency Premrest would work with us to deliver cost effective service without cutting back on quality.”</em><strong id=""""><br>- Cheryl Stevens, Head of Corporate Business, Executive Director at JLL</strong></blockquote><p id="""">It can be seamless, predictable, and dare we say, enjoyable.</p><p id="""">If you’re ready to take the hassle out of floor care, streamline your contracts and procurement processes, and make a significant impact across your entire portfolio, we’d love to show you how this can work for you.</p>",,cleaning,articles,aaron-kelly,,,,
Leadership Isn't Just the Team You Hire | Kristy Megaw on Let's Talk Facilities,leadership-isnt-just-the-team-you-hire-kristy-megaw-on-lets-talk-facilities,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,69d46716cc90a8d1acfa4952,false,false,Tue Apr 07 2026 02:08:22 GMT+0000 (Coordinated Universal Time),Tue Apr 07 2026 22:30:31 GMT+0000 (Coordinated Universal Time),Tue Apr 07 2026 22:30:31 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/69d46f266af1f2e534472b9d_3.png,"Aaron and Ben sit down with Kristy Megaw to talk about women in facilities management, leading at scale, and why the industry is more exciting than it lets on.","<p>Welcome to another episode of Let's Talk Facilities. Aaron and Ben sit down with Kristy Megaw, Senior Director of Client Partnerships at Cushman &amp; Wakefield, for a candid conversation on women in facilities management, career progression, and what leadership actually looks like when you're managing hundreds of sites across a diverse portfolio.</p><p>Kristy unpacks outstanding numbers and makes the case that FM is far more dynamic and career-defining than most people realise, and shares what the industry needs to do to start selling itself that way.</p><p>‍</p>",youtube.com/watch?v=55Gru6JWXPc&feature=youtu.be,cleaning,podcasts,ben-young; aaron-kelly,,lets-talk-facilities,,
Leadership in Action: How FMs Can Shape the Future | with Leah Ong,leadership-in-action-how-fms-can-shape-the-future-with-leah-ong,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68a44efe95df7c0577bccaef,false,true,Tue Aug 19 2025 10:16:30 GMT+0000 (Coordinated Universal Time),Tue Sep 02 2025 15:12:58 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 02:41:20 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68a44f20b68312af7795e616_ll.png,"In this episode of Let’s Talk Facilities, Aaron Kelly and Nicholas Grace sit down with Leah Ong to explore how facilities managers can lead with impact.","<p id="""">Welcome to Episode 15 of Let’s Talk Facilities. Aaron Kelly and Nicholas Grace are joined by Leah Ong for a conversation on leadership in facilities management.</p><p id="""">With experience spanning property, corporate real estate, and FM, Leah shares how mentorship, inclusivity, and adaptability shape strong leaders and resilient teams. She also offers her perspective on how facility managers can prepare their people for the evolving demands of the industry.</p><p id="""">Tune in for practical insights on leadership, team culture, and the skills that will define the next generation of FM professionals.</p><p id="""">‍</p>",https://youtu.be/QXelsqxoLrw,cleaning,podcasts,aaron-kelly; nick-grace,,lets-talk-facilities,,
Leading with impact: People and expectations in facility management,leading-with-impact-people-and-expectations-in-facility-management,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,686da747f0689592f3448733,false,false,Tue Jul 08 2025 23:18:31 GMT+0000 (Coordinated Universal Time),Tue Jul 08 2025 23:22:37 GMT+0000 (Coordinated Universal Time),Wed Jul 09 2025 05:10:14 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/686da75ffe4e5dfaa52f539f_jenny-podcast.jpg,"In the twelfth episode of Let’s Talk Facilities, Aaron Kelly and Sammy Gilham are joined by Jennifer Longstaff, a dynamic FM leader, to explore what it takes to lead with impact.","<p id="""">Welcome to Episode 12 of Let’s Talk Facilities. Join hosts Aaron Kelly and Sammy Gilham, as they sit down with Jennifer Longstaff, a dynamic leader and owner of a woman-led facilities business.</p><p id="""">Together, they unpack the real-world challenges and opportunities of running a successful operation, from leading diverse teams to delivering on ever-rising customer expectations. Jenny shares her approach to building a positive workplace culture, driving operational excellence, and navigating the unique perspective of being a female business owner in the FM space.</p><p id="""">Tune in for a powerful conversation on people, performance, and what it truly means to lead with impact in facilities management.</p>",https://www.youtube.com/watch?v=EuBfN8WxIYk,cleaning,podcasts,aaron-kelly; sammy-gilham,,lets-talk-facilities,,
Let's Talk Facilities: Introduction,introduction,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,67a406a72e7f2e71c8088d19,false,false,Thu Feb 06 2025 00:47:35 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:59:03 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:59:34 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/67a408f11607d4ab174f5809_episode-1-introduction.webp,"In our very first episode, hosts Colin Saddington, Aaron Kelly, and Sammy Gilham from the Premrest team pull back the curtain on what this podcast is all about. ","<p id="""">Welcome to Episode 1 of Let's Talk Facilities!</p><p id="""">In our very first episode, hosts Colin Saddington, Aaron Kelly, and Sammy Gilham from the Premrest team pull back the curtain on what this podcast is all about. We're not just about commercial floor care—we're here to dive into a whole range of topics that matter to facility managers.</p><p id="""">From innovative cleaning solutions and commercial installations to broader challenges in facility operations, we blend smart insights with a touch of humour to make even the most complex topics engaging.</p>",https://www.youtube.com/watch?v=ez4HOCHen_o,cleaning,podcasts,aaron-kelly; sammy-gilham; colin-saddington,,lets-talk-facilities,,
Natural stone in facilities,natural-stone-in-facilities,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,67d0bb3b9d3c0b068c44f97b,false,false,Tue Mar 11 2025 22:37:47 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:58:37 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:59:34 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/67d0bb3453e2163898cb7669_thumbnail-mark-elliott.webp,"In our fourth episode, we chat with Mark Elliott about natural stone in commercial spaces, covering honing, sealing, and maintenance to help facility managers protect high-traffic stone surfaces.","<p id="""">Welcome to Episode 4 of Let's Talk Facilities</p><p id="""">Aaron Kelly and Colin Saddington sit down with Mark Elliott to discuss the use of natural stone in commercial facilities, particularly in lobbies and shopping centres. The conversation covers the importance of maintaining these features, the process of stone honing, and the distinction between honing and sealing. Mark shares his expertise on keeping stone surfaces in top condition.</p><p id="""">Facility managers play a key role in preserving the longevity and appearance of stone flooring, a common feature in high-traffic urban buildings. Mark emphasizes that understanding proper care techniques—like regular maintenance, choosing the right cleaning methods, and knowing when to hone or seal—is essential to prevent damage and costly repairs.</p><p id="""">This episode highlights why awareness and expertise in stone care are critical for effective facility management.</p>",https://www.youtube.com/watch?v=lPopihxPZuw&t=1627s,cleaning,podcasts,aaron-kelly; colin-saddington,,lets-talk-facilities,,
Proactive or reactive? Facility management unpacked,proactive-or-reactive-facility-management-unpacked,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,67eb4df6331a6cc7f1524afc,false,false,Tue Apr 01 2025 02:22:46 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:58:27 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:59:34 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/67eb4d1a418c0867fa315fa4_episode-5-ltf.webp,"In our fifth episode, Aaron, Ben and Sammy unpack all things facility management, and what it means to stay ahead to avoid trouble, or tackling issues as they arise.","<p id="""">Welcome to Episode 5 of Let's Talk Facilities. Aaron Kelly, Ben Young, and Sammy Gilham discuss what it looks like being proactive vs. reactive in facility management.</p><p id="""">They unpack what these approaches look like for facility managers—planning ahead to avoid chaos or dealing with it as it hits.</p><p id="""">It’s practical, real-world stuff to help you level up, whether you’re strategising or troubleshooting.</p>",https://www.youtube.com/watch?v=1GJZmL4S_YQ,cleaning,podcasts,aaron-kelly; sammy-gilham; ben-young,,lets-talk-facilities,,
Protecting People in Emergencies: Lessons from Gaurav Bhalla,protecting-people-in-emergencies-lessons-from-gaurav-bhalla,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68c8ffb8c2390d6153aeec9c,false,false,Tue Sep 16 2025 06:12:08 GMT+0000 (Coordinated Universal Time),Wed Sep 17 2025 00:03:52 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68c90264c2390d6153af8226_Let%E2%80%99s%20Talk%20Facilities%20-%20Opener.png,"Gaurav Bhalla shares how human behavior shapes emergency response and why training, drills, and tenant management are vital lessons for facility managers to protect people in an emergency.","<p id="""">Welcome to Episode 18 of <em id="""">Let’s Talk Facilities</em>. Aaron Kelly and Nicholas Grace are joined by <strong id="""">Gaurav Bhalla</strong>, General Manager of First Five Minutes, for a powerful conversation on emergency management.</p><p id="""">Gaurav shares how human behaviour influences the success of evacuations, why people often hesitate to act without visible danger, and how facility managers can address these challenges through effective training, drills, and tenant engagement. He also highlights the new risks emerging in today’s built environment and how FMs can prepare their teams to respond with confidence.</p><p id="""">This episode offers practical insights for facility managers who want to strengthen emergency planning, better understand human behavior, and protect people when it matters most.</p><p id="""">‍</p>",https://www.youtube.com/watch?v=NbVuBMmE1Wo&feature=youtu.be,cleaning,podcasts,aaron-kelly; nick-grace,,lets-talk-facilities,,
Protecting carpet lifespan through warranty care,protecting-carpet-lifespan-through-warranty-care,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68efc9acb6d9b16a6c05325b,false,false,Wed Oct 15 2025 16:19:56 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 04:16:25 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68f070b58e9af6126effb760_pexels-mike-van-schoonderwalt-1884800-5511094.jpg,Proper carpet care protects your warranty and extends its lifespan. Choose a cleaning provider who follows manufacturer-approved methods to safeguard your investment and avoid costly replacements.,"<p id="""">Carpet is one of your biggest investments in your building. However, many carpets fail earlier than expected because warranty requirements are not being followed.</p><p id="""">‍</p><h3 id="""">Why Carpet Warranties Matter</h3><p id="""">Every carpet warranty includes maintenance requirements that protect your investment. These typically cover:</p><ul id=""""><li id="""">Cleaning frequency based on foot traffic levels</li><li id="""">Approved cleaning methods and chemicals</li><li id="""">Proper use of equipment</li><li id="""">Documentation of all maintenance work</li></ul><p id="""">These steps help preserve the carpet’s fibres, colour, and structure. If these requirements are not met, the warranty can be voided, even if the carpet shows premature wear.</p><h3 id="""">The Risk of Ignoring Warranty Guidelines</h3><p id="""">Many facilities rely on contractors who may not be trained in manufacturer-approved processes. Using too much water, harsh chemicals, or the wrong equipment can damage the carpet. Over time, you may notice rippling, discolouration , or delamination. When this happens, a warranty claim inspection often reveals that incorrect maintenance caused the issue. Once this is confirmed, the warranty will not be honoured , leaving your facility to shoulder full replacement costs.</p><h3 id="""">How the Right Cleaning Provider Protects Your Investment</h3><p id="""">A qualified provider ensures that your carpet receives the right care every time by:</p><ul id=""""><li id="""">Following manufacturer-approved cleaning methods</li><li id="""">Using systems such as Low Moisture Cleaning (LMC) or encapsulation that match the carpet’s construction and traffic conditions</li><li id="""">Keeping accurate documentation and records that are essential when verifying warranty compliance</li><li id="""">Helps track carpet condition, making it easier to plan budgets and replacement cycles.</li></ul><p id="""">Your carpet is an asset that requires consistent care and proper handling. Choosing a cleaning provider who understands manufacturer guidelines ensures your warranty remains valid and your investment protected. </p><p id="""">Contact Premrest today to learn how our manufacturer-approved cleaning methods can help your carpets perform at their best for years to come.</p>",,cleaning,articles,colin-saddington,,,,
Reviving misfit cream carpets in a prestigious law firm,reviving-misfit-cream-carpets-in-a-prestigious-law-firm,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,683553fd18651e9415b93a2f,false,false,Tue May 27 2025 05:56:13 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:31:49 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:31:49 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/684f90222d2b59f6346358ca_1.webp,"How we revived and brought the 'wow' back to light, plush, high pile carpets at an iconic Melbourne firm.","<p id="""">In this case study, see how we partnered with a prominent Melbourne law firm to restore and maintain their high pile cream carpets in a heritage office. With stains, spills, and heavy foot traffic undermining their polished image, we implemented a low moisture program that prevents resoiling, protects appearance, and fits seamlessly into daily operations.</p>",,cleaning,case-studies,sammy-gilham,professional-services,,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/683e8b0714c8efc8cdadfbc5_Reviving%20misfit%20cream%20carpets%20in%20a%20prestigious%20law%20firm.pdf,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/683551a3e50953ae0280b31c_Reviving%20misfit%20cream%20carpets%20in%20a%20prestigious%20law%20firm.webp
Rising in facilities: Louise Rowe on recruitment and career growth,rising-in-facilities-louise-rowe-on-recruitment-and-career-growth,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,681159122fc22c66326a0852,false,false,Tue Apr 29 2025 22:56:18 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:58:08 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:59:34 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/681158cdf83e0166f135650b_LouiseRowe_LTFFeaturedImage.webp,"In our seventh episode of Let's Talk Facilities, hosts Aaron Kelly and Ben Young sit down with Louise Rowe from Pinpoint Property Recruitment.","<p id="""">Welcome to Episode 7 of Let’s Talk Facilities. Aaron Kelly and Ben Young sit down with Louise Rowe from Pinpoint Property Recruitment.</p><p id="""">Louise shares insights into the world of FM recruitment, offering strategies to upskill, advance your career, and stand out in a competitive field.</p><p id="""">From climbing the career ladder to sharpening your expertise, discover actionable tips to help facility managers thrive in today’s evolving landscape.</p>",https://youtu.be/GH-SmKLHGnI,cleaning,podcasts,aaron-kelly; ben-young,,lets-talk-facilities,,
SPECIAL: Real Sustainability with Aidan Mullan,real-sustainability-in-action-with-aidan-mullan,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68abb7f73ff0c76cffe5ab74,false,true,Mon Aug 25 2025 01:10:15 GMT+0000 (Coordinated Universal Time),Tue Sep 02 2025 15:13:21 GMT+0000 (Coordinated Universal Time),Tue Sep 02 2025 15:09:04 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68abbecd605478a79ed7ddee_Aidan%20cover.png,"Aidan Mullan joins Let’s Talk Facilities to discuss emissions reduction, circular economy, and what sustainability means for facility managers today.","<p id="""">In this special episode of Let’s Talk Facilities, Ben Young and Tim Bradbury are joined by Aidan Mullan to discuss sustainability beyond offsets. Aidan highlights the importance of real emissions reduction, circular economy innovation, and transparency in the flooring industry. He also shares how facility managers can translate climate goals into practical action through design, maintenance, and product life extension.</p>",https://www.youtube.com/watch?v=yEInKKIdWds,cleaning,podcasts,ben-young; tim-bradbury,,lets-talk-sustainability; lets-talk-facilities,,
Simplifying workplace safety with Sue Bottrell,simplifying-workplace-safety-with-sue-bottrell,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,6823c772823976235b06cd42,false,false,Tue May 13 2025 22:28:02 GMT+0000 (Coordinated Universal Time),Mon Jul 21 2025 05:19:22 GMT+0000 (Coordinated Universal Time),Mon Jul 21 2025 05:19:22 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/6823c74a5dd6d0285f66aeeb_video-frame-sue-bottrell.jpg,"In our eighth episode of Let’s Talk Facilities, Aaron Kelly and Sammy Gilham chat with Sue Bottrell from ContractorSAFE about simplifying safety and clarifying responsibilities.","<p id="""">Welcome to Episode 8 of Let’s Talk Facilities. Aaron Kelly and Sammy Gilham sit down with Sue Bottrell from ContractorSAFE to unpack the complexities of workplace safety.</p><p id="""">They delve into who’s responsible for what when it comes to keeping workers safe, and why SWMS and JSA documents often miss the mark. Sue shares how overly complex safety paperwork can lead to confusion—and how simplifying these tools can bring safety back to what matters most: protecting people.</p><p id="""">Tune in for a practical, honest conversation about cutting through the red tape to create safer, more effective workplaces.</p>",https://youtu.be/y_F0OsUugsA,cleaning,podcasts,aaron-kelly; sammy-gilham,,lets-talk-facilities,,
Slipping past hazards: A granite safety transformation,slipping-past-hazards-a-granite-safety-transformation,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,6826ac151fb3fcebc1d2d132,false,false,Fri May 16 2025 03:08:05 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:32:09 GMT+0000 (Coordinated Universal Time),Mon Jun 16 2025 03:32:09 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/684f90355e3337b9cf1ec473_2.webp,How we restored 80 Collins Street's granite flooring with 'out of the box' slip safety solutions.,"<p id="""">In this case study, discover how 80 Collins Street resolved a serious slip hazard on its granite flooring by moving away from ongoing non-slip coatings and addressing the real cause - oily residue and soapy buildup. Through deep cleaning, honing, and sealing, the natural grip was restored and independently verified to a P4 slip rating. The outcome: a safer, low-maintenance surface that preserved the stone’s elegance while reducing long-term upkeep costs.</p>",,cleaning,case-studies,colin-saddington,,,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/683e8ad59b95e7dbc12cf0a3_Slipping%20past%20hazards%20A%20granite%20safety%20transformation.pdf,https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/683d2b9cb776c64c5661100c_Case%20Study%20Slipping%20past%20hazards%20A%20granite%20safety%20transformation.webp
Sustainability That Pays Off | Lauren Hammilton,sustainability-that-pays-off-lauren-hammilton,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68f75d6434278e50267ba2dc,false,false,Tue Oct 21 2025 10:16:04 GMT+0000 (Coordinated Universal Time),Thu Oct 23 2025 00:55:02 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68f75d5a90b94bb53f47971d_Let%E2%80%99s%20Talk%20Facilities%20-%20Opener.jpg,"In this episode of Let’s Talk Facilities, Aaron Kelly and Nicholas Grace talk with Lauren Hamilton of Smart Commercial Solar about how clean energy is shaping the future of business.","<p id="""">Welcome to Episode 20 of Let’s Talk Facilities. In this episode, Aaron Kelly and Nicholas Grace are joined by Lauren Hamilton from Smart Commercial Solar for a timely discussion on sustainability and the business case for clean energy.</p><p id="""">Lauren shares how expanding carbon reporting requirements and rising energy costs are reshaping operational priorities across industries. She explains why investing in solar energy is a strategic move that strengthens resilience, lowers costs, and protects long-term competitiveness.</p><p id="""">Whether you manage facilities, budgets, or sustainability goals, this episode offers practical insights on building a smarter, more energy-efficient future.</p><p id="""">‍</p>",https://www.youtube.com/watch?v=V7JBFtjz7Ao,cleaning,podcasts,aaron-kelly; nick-grace,,lets-talk-facilities,,
Sustainability in flooring: a team effort ,sustainability-in-flooring-a-team-effort,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,68d2579c85d16055241ec356,false,false,Tue Sep 23 2025 08:17:32 GMT+0000 (Coordinated Universal Time),Thu Oct 16 2025 04:22:27 GMT+0000 (Coordinated Universal Time),Wed Dec 10 2025 23:32:30 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/68d25f76994b795e164a85c8_pexels-ekrulila-17664083.jpg,"The flooring industry can only achieve true sustainability when manufacturers, suppliers, and specialists work together to design, recover, and repurpose materials in a circular system.","<p id="""">Sustainability isn’t a trend. It’s a responsibility. And in flooring, that responsibility doesn’t fall on one player alone—it takes suppliers, manufacturers, and specialists working together.</p><p id="""">‍</p><h3 id=""""><strong id="""">The Problem</strong></h3><p id="""">Every year, thousands of tonnes of flooring waste end up in landfill.Durable materials like vinyl and rubber don’t just disappear when they’re pulled up—they linger for decades, and in some cases, release harmful substances as they break down. It's a challenge that can’t be solved in silos. If we want real change, we need to rethink how the entire industry operates.</p><p id="""">‍</p><h3 id=""""><strong id="""">The Solution</strong></h3><p id="""">The answer lies in closing the loop.That means creating a flooring lifecycle where materials don’t go to waste—they’re recovered, recycled, and given a second life. But this only works if every part of the chain plays its role.</p><p id="""">‍</p><h5 id="""">Manufacturers</h5><p id="""">Manufacturers hold the key to designing products that are built for more than a single use. That means:</p><ul id=""""><li id="""">Developing recyclable and modular materials</li><li id="""">Creating products that can be repaired, not just replaced</li><li id="""">Ensuring durability that serves the customer without locking waste into landfill for decades</li></ul><h5 id="""">Suppliers</h5><p id="""">Suppliers have the responsibility to lead with transparency and accessibility. That looks like:</p><ul id=""""><li id="""">Stocking and promoting sustainable options</li><li id="""">Supporting take-back schemes and collection points</li><li id="""">Encouraging customers to prioritise eco-conscious choices</li></ul><h5 id="""">Specialists &amp; Installers</h5><p id="""">On the ground, specialists and installers are the ones who put sustainability into action. Practical steps include:</p><ul id=""""><li id="""">Smarter planning to minimise offcuts and wasted material</li><li id="""">Promoting modular solutions that extend flooring lifespans </li><li id="""">Ensuring old flooring is diverted from landfill and given a new purpose</li><li id="""">Every square metre saved, and every panel repurposed, reduces the environmental footprint of a project.</li></ul><p>‍</p><h3 id=""""><strong id="""">The Impact</strong></h3><p id="""">When manufacturers, suppliers, and specialists align, we build more than floors—we build a circular economy. That means:</p><ul id=""""><li id="""">Less waste heading to landfill</li><li id="""">More resources conserved for future generations</li><li id="""">A flooring industry that leads with responsibility, not just compliance</li></ul><h3 id=""""><strong id="""">Closing the Loop</strong></h3><p id="""">Sustainability in flooring isn’t about doing what’s easy. It’s about doing what’s right...By rethinking materials, embracing circular practices, and working together across the chain, we can close the loop and create flooring systems that are both functional and future-proof.</p><p id="""">Because in the end, sustainability is only possible when we act—together.</p>",,installs,articles,tim-bradbury,,,,
Sustainable flooring,sustainable-flooring,6764ce49bb4bcb968e1f8273,6764ce480fea74a61cc3a6d0,67bba52223b017da45b6ffc8,false,false,Sun Feb 23 2025 22:45:54 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:58:43 GMT+0000 (Coordinated Universal Time),Fri Jun 20 2025 00:59:34 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6764ce480fea74a61cc3a6d3/67bba601392af4ac96bf79d9_LTF-episode-3.webp,"In our third episode, Ben Young chats with Tim Bradbury about his journey from architecture to build-to-rent management and commercial flooring, highlighting sustainable design's impact.
","<p id="""">Welcome to Episode 3 of Let's Talk Facilities</p><p id="""">In this episode, Ben Young sits down with Tim Bradbury to explore his unique career journey—from architecture to build-to-rent project management, and now into the world of commercial flooring. Tim’s experience across these industries gives him a well-rounded perspective on how sustainable design, construction, and flooring choices impact commercial spaces.</p><p id="""">‍</p>",https://www.youtube.com/watch?v=A0ygL_GAH3Q,installs,podcasts,tim-bradbury; ben-young,,lets-talk-facilities,,
